original_sentence,dyslexic_sentence,error_type,correct_audio_path,dyslexic_audio_path
උත්සහ කරනවා.,උත්සහ කරනව.,omission,asr_sinhala/data/b0/b0b3e27c31.flac,
ආචාර්ය නලින් විසින්,ආචාර්ය නලින් විින්,omission,asr_sinhala/data/84/8412e00321.flac,
ගුවන් ගමන්වලට ද පක්ෂීන්ට ද එක සේ හානිකර ය.,ගුවන් ගමන්වලට ද පක්ෂීන්ට ද එක සේ හානිරක ය.,reversal,asr_sinhala/data/a1/a1ce28b792.flac,
එසමයෙහි අග්‍රශාවක,එසමයෙහි අද්‍රශාවක,substitution,asr_sinhala/data/35/3523647942.flac,
ඊශ්‍රායල් රජය ගිවිසුම් ප්‍රකාරව,ඊශ්‍රායල් රජය දිවිශුම් ප්‍රතාරව,substitution,asr_sinhala/data/2f/2f34b315aa.flac,
මේවා බලන්නට ඉන්න,මේවා බන්නට ඉන්න,omission,asr_sinhala/data/4f/4fe38a0378.flac,
එකම රටක් තුළ ප්‍රශ්න විසඳා ගැනීමට ක්‍රියා කරන්න ඕනෑ,එකම රටක් තුළ ඉප්‍රශ්න විසඳා ගැනීමට ක්‍රියා කරන්න ඕනෑ,insertion,asr_sinhala/data/4f/4f89ed13a7.flac,
සැවැත් නුවර සිරිගුත්ත හා ගරහදින්න නමින්,සැවැත් නුවර සිිරගුත්ත හා ගරහදින්න නමින්,reversal,asr_sinhala/data/af/afcc07fce7.flac,
නමුත් ඔහු තේරුම් ගත්තා,නමුත් ඔහු තේරුම් ග්තතා,reversal,asr_sinhala/data/88/884c00802f.flac,
පිස්සු බල්ලෙක් කාලයක්,පිඉස්සු බල්ලෙක් කාලයක්,insertion,asr_sinhala/data/c8/c8c156cb98.flac,
බෞද්ධ නොවන කෙනෙකු වුවද,බෞද්ධ නොවන තෙනෙකු වුවද,substitution,asr_sinhala/data/c2/c23beafc0d.flac,
new rings,enw rings,reversal,asr_sinhala/data/da/da182eef02.flac,
විමල් වීරවංශ අමාත්‍යවරයා,විමල් වීලවංශ අමාත්‍යවරයා,substitution,asr_sinhala/data/06/06fff3c5c2.flac,
එරට දරිද්‍රතාවෙහි විෂ්කම්භය,එරට දරිද්‍තරාවෙහි විෂ්කම්භය,reversal,asr_sinhala/data/95/956a12f496.flac,
මෙහිදී අනුස්මරණ පූර්වකව,මෙහිදී අනුශ්මරණ පූල්වකව,substitution,asr_sinhala/data/15/159fef92b9.flac,
සමීර් ඛන්නා කියන්නේ,ශමීල් ඛන්නා කියන්නේ,substitution,asr_sinhala/data/24/24022ddc0f.flac,
උඹට ගැලපෙන කෙනෙක් හොයාගනින් කියලා,උඹට ගැලපෙන කෙනෙක් හොයාගනින ්කියලා,reversal,asr_sinhala/data/6e/6ea1a7d3fa.flac,
එම උදාර අරමුණු ඉටු කරනු වස්,එම උදාර අලමුණු ඉටු කරනු වස්,substitution,asr_sinhala/data/25/252f0150f9.flac,
උන් අනුන්ගේ උත්සව ස්ථාන,උ්න අනුන්ගේ උත්සව ස්ථාන,reversal,asr_sinhala/data/86/86043f5744.flac,
වටිනා බෞද්ධ පිළිවෙතකි.,වටිනා බෞද්ධ පිළිවෙති.,omission,asr_sinhala/data/83/83d1f9bd9f.flac,
ආගමික සමගිය සහජීවනය හා,ආගමික මගිය සහජීවනය හා,omission,asr_sinhala/data/53/5328df2c39.flac,
ජනතාවගේ ගෞරවයට පාත්‍ර විය.,ජනතාවගේ ගෞරවයට පාත්‍ර ිවය.,reversal,asr_sinhala/data/f4/f4c2fa4b98.flac,
එයාලට කණගාටුවෙන් වුවත්,එයාලට කණගාටවෙන් වුවත්,omission,asr_sinhala/data/26/261f05e37e.flac,
සාරංගනාථ වන විරුදය භාවිත කර තිබේ.,සාරංගනා වන විරුදය භාවිත කර තිබේ.,omission,asr_sinhala/data/45/45855a4a2b.flac,
එම නිසා උන්වහන්සේට ගැරහීමට,එම නිසා උන්වහන්සේටග ැරහීමට,reversal,asr_sinhala/data/44/446032ff37.flac,
මා හට හොද අදහස්,මාහ ට හොද අදහස්,reversal,asr_sinhala/data/a5/a5de19e261.flac,
ඔබත් චතුරාර්ය සත්‍යය,ඔබත් ජතුලාර්ය සත්‍යය,substitution,asr_sinhala/data/45/459988b419.flac,
ජනනය නොකරන බවයි.,ජනනයන ොකරන බවයි.,reversal,asr_sinhala/data/a8/a870656c73.flac,
මේ ඉගෙන ගන්න ධර්මය ඔබේ හැකියාව මත තමයි,මේ ඉගෙන ගන්න ධර්මය ඔබේ හැිකයාව මත තමයි,reversal,asr_sinhala/data/c4/c401921d24.flac,
බුදුරජාණන් වහන්සේ ප්‍රමුඛ භික්ෂූන් වහන්සේට,බුදුරජාණන් වහන්සේ ඉප්‍රමුඛ භික්ෂූන් වහන්සේට,insertion,asr_sinhala/data/4a/4a52f4ebed.flac,
එහෙ වැඩකරගෙන ඉන්න,එහෙ වැඩකරගෙන ඉනන,omission,asr_sinhala/data/63/63f5094f18.flac,
හරි ලස්සන චිත්‍රපටියක්,හරි ලශ්සන ජිත්‍ලපටියක්,substitution,asr_sinhala/data/b2/b275e022a5.flac,
sri lanka news,srilanka news,omission,asr_sinhala/data/36/365330870c.flac,
ඒත් මං නොගියොත්,ඒත් මංනොගියොත්,omission,asr_sinhala/data/c5/c5ea6866ac.flac,
ඇගේ මව ඉන්දියානු ජාතික කාන්තාවක්,ඇගේ මව ඉන්දියානු ජාතකි කාන්තාවක්,reversal,asr_sinhala/data/51/5125933117.flac,
බෞද්ධයා බෝධීන් වහන්සේට පුද පූජා වන්දන මාන පවත්වනුයේ,බෞද්ධයා බෝධීන් වහන්සේඩ පුද බූජා වන්දන මාන පවත්වනුයේ,substitution,asr_sinhala/data/01/01770eebc2.flac,
sri lankan airlines cargo,sri lankan airlinse cargo,reversal,asr_sinhala/data/2f/2fe7642093.flac,
wallpapers for computers,wallpapers or computers,omission,asr_sinhala/data/f5/f5bbd3d838.flac,
මට අමුතුවෙන් උඩ බලන්න ඕන වුණේ නැහැ,මට අමුතුවන් උඩ බලන්න ඕන වුණේ නැහැ,omission,asr_sinhala/data/e4/e4b6442e0d.flac,
මුල්ම පැවිදි පිරිස අතර,මුල්ම පැවිදි පිරිසඅ තර,reversal,asr_sinhala/data/b6/b6a3f43bca.flac,
මම හැම ලිපියකටම කමෙන්ට් කරනවා.,මම හැම ලිපියකටම කමනේට් කරනවා.,reversal,asr_sinhala/data/e0/e0176ca99c.flac,
රට වේගවත් සංවර්ධනයක් කරා,රට වේගවත් සංවරධනයක් කරා,omission,asr_sinhala/data/0e/0e63c00959.flac,
කරුණු පෙන්වා දී ඇත.,කලුණු බෙන්වා දී ඇත.,substitution,asr_sinhala/data/74/741825740b.flac,
හැම දෙනාගේම ශ්‍රද්ධාව වැඩිදියුණු වීම සඳහා,හැම දෙනාගේම ශ්‍රද්ධාව වැඩිදියුණ ුවීම සඳහා,reversal,asr_sinhala/data/34/34dcb879fd.flac,
නමුත් එකල හෙළ බසින් තිබූ,නමුත් එකල හෙළ බසින තිබූ,omission,asr_sinhala/data/82/82dcdae6ee.flac,
මෙම අභයගිරි විහාරය ගොඩ නංවන ලද්දේ,මෙම අභයගිර විහාරය ගොඩ නංවන ලද්දේ,omission,asr_sinhala/data/72/72bfd6a9a4.flac,
වියපත් පුරුෂයන්,වියපත් පුරුයන්,omission,asr_sinhala/data/44/440251a8a7.flac,
සභාපති පරණගම ප්‍රකාශ කළ,සභාපති පරණගම ඉප්‍රකාශ කළ,insertion,asr_sinhala/data/20/20b8a4c563.flac,
මේක සිංහලත් එක්ක දුන්නට පාඩුවක් නෑ කියන එකයි.,මේක සිංලහත් එක්ක දුන්නට පාඩුවක් නෑ කියන එකයි.,reversal,asr_sinhala/data/c2/c23cec843e.flac,
ඔය කොයිකත්,ඔය කොයිත්,omission,asr_sinhala/data/04/043ba58b78.flac,
එය එසේ නොවේනම්,එය එසේ නොවේන්,omission,asr_sinhala/data/f8/f85c98f3ad.flac,
පියාගේ ගැරහීමට ලක්වෙනවා.,පියාේග ගැරහීමට ලක්වෙනවා.,reversal,asr_sinhala/data/b7/b7d2911eca.flac,
love letter kavithai,love leter kavithai,omission,asr_sinhala/data/3c/3c7f7fb593.flac,
ඉන්දියාවෙ ගෑනු නියමයිනෙ,ඉන්දිායවෙ ගෑනු නියමයිනෙ,reversal,asr_sinhala/data/80/807283b470.flac,
ආක්‍රමණයක් කරුණු කාරණා බලද්දී,ආක්‍ලමණයත් තරුණු තාලණා බලද්දී,substitution,asr_sinhala/data/18/18eb1fa063.flac,
එහෙම කෙරුවේ,එහෙම කරෙුවේ,reversal,asr_sinhala/data/c7/c7f7025846.flac,
එහෙම බැලුවම පොලෝසිය තරං,එහෙම බැලුවම පොලෝශිය තලං,substitution,asr_sinhala/data/8e/8e015781af.flac,
කන නම් කන,කන නම් තන,substitution,asr_sinhala/data/9a/9a6abef555.flac,
තමන් නිල් හෝ රතු වෙන්න පුළුවනි,තමන් නිල් හෝ රතු වෙන්න පුළවුනි,reversal,asr_sinhala/data/a5/a5a8dc541f.flac,
පලවෙනි පාරම ඇහුනු ගමන්,පලවෙනි පාරම ඇහුනු දමන්,substitution,asr_sinhala/data/01/01b9c97c2c.flac,
එය නීතිිය තුල,එය නීතිි තුල,omission,asr_sinhala/data/bf/bf20c7d131.flac,
මානසික ලක්‍ෂණ කිහිපයක් ඇත.,මානසික ලක්‍ෂණ කිිපයක් ඇත.,omission,asr_sinhala/data/de/de34406100.flac,
මෙලොව උපන් කර්ම ශක්තිය අවසන් වන තුරු,මලෙොව උපන් කර්ම ශක්තිය අවසන් වන තුරු,reversal,asr_sinhala/data/aa/aaca8d0135.flac,
කෙල්ලෝ හතර දෙනෙක්ව,කෙල්ලෝ හතර දෙනෙකව,omission,asr_sinhala/data/e3/e309be06fb.flac,
ඒ අයගෙ තියෙන මූල්‍ය ශක්තිය අනුවයි.,ඒ අයගෙ තියෙන මූල්‍ය ශක්තිය අනුයවි.,reversal,asr_sinhala/data/73/73be497fe4.flac,
සංවර්ධනය කරනු ඇත,සංවර්ධයන කරනු ඇත,reversal,asr_sinhala/data/fe/fe11b85e0e.flac,
ප්‍රගුණ කිරීම නිසා,ප්‍රගුණ කරිීම නිසා,reversal,asr_sinhala/data/b7/b78a58fdeb.flac,
බලන මෙන් කරුණාවෙන් ඉල්ලා සිටිනවා,බලන මෙන් කරුණාවෙන් ඉල්ලා ශිටිනවා,substitution,asr_sinhala/data/a1/a13c951f37.flac,
කාලයේ පොඩි නොගැලපෙන ගතියක් තියෙනවා,තාලයේ පොඩි නොගැලපෙන ගතියත් තියෙනවා,substitution,asr_sinhala/data/1f/1f2fe45bb5.flac,
ඉස්මතු කළේ ය.,ඉශ්මතු කළේ ය.,substitution,asr_sinhala/data/b4/b4711efde1.flac,
කාන්තා අතවරයන් අඩුවෙන්ම වෙන්නේ.,කාන්තා අතවරයන ්අඩුවෙන්ම වෙන්නේ.,reversal,asr_sinhala/data/5b/5ba62cd85e.flac,
මේක බුදු දහමට වඩා සිංහල සංස්කෘතියට අදාළ ප්‍රශ්නයක්.,මේක බුදු දහමට වඩා සිංහල සංස්කෘතියට අදාළ ඉප්‍රශ්නයක්.,insertion,asr_sinhala/data/89/898bb2d727.flac,
